,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,92401000.0,114596000.0,139815000.0,210148000.0,207867000.0,267910000.0,237744000.0,359671000.0,278766000.0,326113000.0,494324000.0
net_income,0.0,93644000.0,31417000.0,46529000.0,27853000.0,36754000.0,35486000.0,51573000.0,48857000.0,151868000.0,319657000.0
eps_diluted,0.0,0.87,0.29,0.43,0.26,0.34,0.32,0.47,0.44,1.36,2.86
depreication,0.0,43280000.0,44536000.0,42032000.0,40861000.0,52694000.0,66614000.0,70501000.0,74921000.0,87889000.0,97155000.0
long_term_debt,0.0,0.0,364937000.0,387881000.0,848540000.0,1201347000.0,1151390000.0,1146739000.0,1151225000.0,2325857000.0,1376787000.0
long_term_assets,0.0,0.0,726937000.0,690016000.0,1221535000.0,1508825000.0,1448858000.0,1549846000.0,1794751000.0,2830692000.0,1900610000.0
revenue,0.0,0.0,0.0,0.0,294830000.0,291750000.0,355972000.0,332194000.0,383413000.0,1416971000.0,1733808000.0
