,2016,2017,2018,2019,2020,2021,2022
revenue,1018225000.0,293369000,497528000.0,397328000.0,1992523000.0,2093669000.0,2212304000.0
net_income,0.0,0,-19744000.0,-603573000.0,67791000.0,13163000.0,-270584000.0
cash_and_equiv,27367000.0,74166000,213394000.0,151197000.0,341378000.0,247790000.0,25976000.0
eps_diluted,0.0,0,-0.07,-0.23,0.61,0.07,-0.86
long_term_debt,0.0,1741328000,3205897000.0,3180931000.0,3456394000.0,3387910000.0,3374742000.0
long_term_assets,0.0,569956000,3066092000.0,2455680000.0,2454494000.0,2419556000.0,2387523000.0
