,2018,2019,2020,2021,2022
net_income,-115252000.0,-123008000.0,-77802000.0,-51647000.0,-44078000.0
long_term_assets,6522000.0,85281000.0,56877000.0,3874000.0,3259000.0
depreication,1528000.0,2700000.0,2297000.0,472000.0,65000.0
revenue,0.0,4507000.0,2296000.0,3942000.0,1625000.0
cash_and_equiv,0.0,94895000.0,54395000.0,53961000.0,13382000.0
eps_diluted,0.0,0.0,0.0,-1.32,-1.01
