,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,459000000.0,546700000.0,786900000.0,1803200000.0,757800000.0,1460400000.0,1073400000.0,913000000.0,913000000.0,0.0,0.0,0.0
revenue,0.0,1970900000.0,265200000.0,417800000.0,1057000000.0,1111400000.0,1234000000.0,1385000000.0,1479000000.0,1358000000.0,5739000000.0,6505000000.0
net_income,0.0,117700000.0,66800000.0,-389400000.0,184500000.0,301400000.0,578400000.0,301000000.0,257000000.0,139000000.0,0.0,0.0
eps_diluted,0.0,0.33,0.19,-2.5,0.25,0.5,1.59,0.64,0.54,0.3,2.69,3.25
depreication,0.0,114200000.0,65800000.0,68800000.0,182000000.0,172000000.0,182000000.0,180000000.0,185000000.0,189000000.0,201000000.0,190000000.0
long_term_debt,0.0,0.0,3254100000.0,11881200000.0,9622300000.0,9695700000.0,13513000000.0,13301000000.0,13536000000.0,14077000000.0,14856000000.0,15050000000.0
long_term_assets,0.0,0.0,4720200000.0,18702200000.0,17041600000.0,17027900000.0,19474000000.0,18641000000.0,20164000000.0,20513000000.0,21430000000.0,20698000000.0
