,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,719367.0,237561.0,93625.0,3642521.0,1425926.0,0.0,0.0
net_income,0.0,-919198.0,-2349002.0,-2243234.0,-3181596.0,-7050755.0,-5645376.0
long_term_assets,0.0,75428.0,-136460.0,1860835.0,1457131.0,739078.0,2380296.0
revenue,0.0,0.0,26882.0,200797.0,742125.0,653036.0,1099133.0
depreication,0.0,0.0,27311.0,25839.0,54576.0,40130.0,66428.0
eps_diluted,0.0,0.0,0.0,-0.11,-1.56,-2.88,-1.61
