,2019,2020,2021,2022
revenue,94918000.0,131783000.0,201149000.0,289375000.0
net_income,-20116000.0,-11107000.0,-28085000.0,-39347000.0
depreication,3730000.0,6794000.0,8998000.0,12304000.0
eps_diluted,0.0,-0.6,-0.39,-0.36
cash_and_equiv,0.0,104052000.0,385360000.0,349177000.0
long_term_debt,0.0,112732000.0,143416000.0,177276000.0
long_term_assets,0.0,122884000.0,196057000.0,223644000.0
