,2019,2020,2021,2022
revenue,144496000.0,175518000.0,213212000,326940000.0
net_income,25143000.0,33766000.0,2348000,127611000.0
depreication,8217000.0,8262000.0,8520000,9073000.0
cash_and_equiv,0.0,10073000.0,5006000,8766000.0
long_term_debt,0.0,382933000.0,278607000,291685000.0
long_term_assets,0.0,139163000.0,332966000,441355000.0
eps_diluted,0.0,0.0,0,0.85
