,2018,2019,2020,2021,2022
revenue,6915778.0,6933952.0,5804727.0,6461163.0,6428608.0
net_income,2219615.0,2018994.0,1688859.0,1669357.0,1415745.0
cash_and_equiv,739615.0,776220.0,1861554.0,2091308.0,1203160.0
long_term_assets,3482060.0,3464085.0,3628891.0,4173234.0,9102933.0
depreication,75501.0,379864.0,378594.0,355738.0,21881.0
eps_diluted,0.0,0.0,0.15,0.15,0.13
