,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,21742000.0,10680000.0,35722000.0,17977000.0,19242000.0,81700000.0,13162000.0,81689000.0,94977000.0,37891000.0
revenue,0.0,72140000.0,40096000.0,42745000.0,211955000.0,72095000.0,77786000.0,167007000.0,259696000.0,309436000.0
net_income,0.0,-28376000.0,-8880000.0,-20234000.0,-8520000.0,-10345000.0,1423000.0,-85378000.0,-22572000.0,-8035000.0
eps_diluted,0.0,-2.84,-0.69,-0.87,-0.37,-0.29,0.04,-2.4,-0.62,-0.22
depreication,0.0,33405000.0,61662000.0,80181000.0,71649000.0,77535000.0,91474000.0,85722000.0,73938000.0,75516000.0
long_term_assets,0.0,0.0,637503000.0,575590000.0,614534000.0,580599000.0,646782000.0,581510000.0,547736000.0,538587000.0
