,2015,2016,2017,2018,2019,2020,2021,2022
revenue,1428500000.0,1178400000.0,1156600000.0,1147500000.0,1070000000.0,585700000.0,742200000.0,662100000.0
net_income,-22900000.0,-12400000.0,108800000.0,27600000.0,77300000.0,1786200000.0,-287000000.0,-428100000.0
eps_diluted,-0.32,-0.18,1.54,0.39,1.07,20.79,-3.19,-5.25
depreication,49800000.0,44700000.0,49300000.0,61300000.0,40700000.0,30700000.0,26600000.0,22800000.0
cash_and_equiv,0.0,141700000.0,245600000.0,315700000.0,533700000.0,724700000.0,85800000.0,247700000.0
long_term_debt,0.0,264200000.0,384700000.0,208100000.0,325800000.0,265500000.0,195900000.0,220100000.0
long_term_assets,0.0,1200700000.0,1137000000.0,1007800000.0,1461300000.0,3769200000.0,3768000000.0,2814900000.0
