,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,105271000.0,316035000.0,159024000.0,340257000.0,145273000.0,245327000.0,242058000.0,154558000.0,265276000.0,248140000.0,282220000.0,358260000.0,221839000.0,395635000.0,206575000.0,201260000.0
net_income,0.0,199364000.0,219893000.0,272958000.0,185251000.0,237314000.0,282360000.0,232428000.0,224489000.0,218120000.0,108263000.0,298003000.0,168096000.0,1236000.0,310616000.0,159699000.0
eps_diluted,0.0,1.17,1.28,1.6,1.19,1.62,1.89,1.68,1.78,1.86,0.96,2.72,1.67,0.01,3.13,1.7
depreication,0.0,81949000.0,92350000.0,101105000.0,108112000.0,118664000.0,132664000.0,138110000.0,142722000.0,135330000.0,128408000.0,117986000.0,112256000.0,103771000.0,105672000.0,102339000.0
long_term_debt,0.0,0.0,188549000.0,211024000.0,233466000.0,250195000.0,331830000.0,353740000.0,479231000.0,352928000.0,360214000.0,386644000.0,638770000.0,906132000.0,981473000.0,890374000.0
long_term_assets,0.0,0.0,829880000.0,990344000.0,886716000.0,924927000.0,1226234000.0,1079624000.0,998940000.0,1021240000.0,974023000.0,957759000.0,2262237000.0,2323013000.0,2505600000.0,2445193000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545794000.0,3616014000.0,3950623000.0,3983789000.0,3449749000.0,4548763000.0,4795244000.0
