,2017,2018,2019,2021,2022
revenue,2830106000.0,2763998000.0,2548839000.0,2097839000.0,2631444000.0
net_income,116191000.0,51902000.0,28753000.0,67923000.0,245493000.0
eps_diluted,2.05,4.64,1.69,1.17,4.31
depreication,33628000.0,31035000.0,30760000.0,34491000.0,37126000.0
cash_and_equiv,0.0,96776000.0,106808000.0,248138000.0,59179000.0
long_term_debt,0.0,616824000.0,1291819000.0,1326592000.0,1233048000.0
long_term_assets,0.0,517267000.0,639553000.0,644136000.0,599992000.0
