,2017,2018,2019,2020,2021,2022
revenue,100000.0,164900000.0,334100000.0,307500000.0,245300000.0,443800000.0
net_income,-88000000.0,-190500000.0,-297600000.0,-317600000.0,-193000000.0,-292800000.0
eps_diluted,-1.7,-1.85,-5.54,-4.22,-1.43,-1.64
cash_and_equiv,0.0,27900000.0,59100000.0,19200000.0,34900000.0,108000000.0
long_term_debt,0.0,1293900000.0,1959500000.0,2002200000.0,2033800000.0,1936700000.0
long_term_assets,0.0,2705100000.0,3002100000.0,3030300000.0,2904100000.0,2651800000.0
