,2007,2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,42574000.0,65250000.0,174500000.0,142600000.0,375300000.0,466000000,0.0,334100000.0,284500000.0,139600000.0,248600000.0,331400000.0,0.0,611300000.0,688500000.0
net_income,0.0,125525000.0,149400000.0,152290000.0,195600000.0,-33200000,47500000.0,63400000.0,45600000.0,55600000.0,55600000.0,36700000.0,65000000.0,69500000.0,488900000.0
eps_diluted,0.0,3.78,3.84,3.79,4.64,-740000,1.05,1.41,1.01,1.28,1.28,0.89,1.6,1.7,7.29
long_term_debt,0.0,0.0,777131000.0,1443700000.0,1352400000.0,1468300000,0.0,1193200000.0,2113100000.0,1853100000.0,1990600000.0,1698000000.0,0.0,1893400000.0,3025700000.0
long_term_assets,0.0,0.0,1469724000.0,1975400000.0,2029200000.0,1885400000,0.0,1772700000.0,2826500000.0,2813800000.0,2806100000.0,2823000000.0,0.0,2737700000.0,7268400000.0
depreication,0.0,0.0,69144000.0,98238000.0,126000000.0,128500000,0.0,138700000.0,155400000.0,137200000.0,142400000.0,134500000.0,0.0,131400000.0,307400000.0
revenue,0.0,0.0,0.0,0.0,3166900000.0,3095700000,0.0,3257100000.0,0.0,3360300000.0,881700000.0,738200000.0,758200000.0,892700000.0,5217900000.0
