,2019,2020,2021,2022
net_income,1024608.0,-121072.0,9870000.0,-571000.0
cash_and_equiv,4182004.0,2114670.0,118879000.0,43692000.0
long_term_debt,406438.0,160879891.0,360746000.0,382564000.0
long_term_assets,362255356.0,364043313.0,361453000.0,465172000.0
revenue,0.0,189919000.0,220742000.0,293770000.0
eps_diluted,0.0,-0.67,0.14,-0.01
depreication,0.0,11805000.0,11436000.0,23930000.0
