,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,32550.0,0.0,10900.0,0.0,0.0,0.0
net_income,-1000.0,925.0,-25255.0,-10464.0,-53496.0,-360344.0,-833922.0
cash_and_equiv,1100.0,9775.0,9820.0,153.0,0.0,90006.0,42949.0
long_term_assets,0.0,0.0,750.0,250.0,0.0,943528.0,983191.0
depreication,0.0,0.0,0.0,375.0,250.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
