,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,39566000.0,35997000.0,28066000.0,43622000,85361000.0,49539000.0,83352000.0,222697000.0,123078000.0
revenue,0.0,2359509000.0,1306863000.0,1262881000,1305974000.0,1385294000.0,1339151000.0,1497750000.0,4960009000.0
net_income,0.0,66119000.0,65180000.0,96465000,69304000.0,91718000.0,103544000.0,200779000.0,-203290000.0
eps_diluted,0.0,1.38,1.36,2,1.36,1.67,1.82,3.39,-3.1
depreication,0.0,270111000.0,289132000.0,250951000,249212000.0,303237000.0,332027000.0,371041000.0,470455000.0
long_term_debt,0.0,0.0,2178358000.0,2614457000,3045903000.0,3380343000.0,3644167000.0,3802400000.0,4149375000.0
long_term_assets,0.0,0.0,5047819000.0,5580034000,6517960000.0,7310192000.0,7864840000.0,11150490000.0,9488952000.0
