,2018,2019,2020,2021,2022
revenue,10883000.0,22238000.0,24285000.0,115529000.0,25098000.0
net_income,-46037000.0,-92877000.0,-109006000.0,-30602000.0,-111637000.0
cash_and_equiv,103193000.0,180886000.0,89798000.0,143663000.0,189576000.0
long_term_assets,22925000.0,41561000.0,44594000.0,49744000.0,39064000.0
depreication,2354000.0,5317000.0,8777000.0,8981000.0,7798000.0
eps_diluted,0.0,0.0,0.0,-0.52,-1.27
