,2019,2020,2021,2022
revenue,40004103.0,31345951.0,40687624.0,37923112.0
net_income,13716613.0,8930378.0,17385966.0,8730446.0
eps_diluted,0.49,0.31,0.55,0.27
cash_and_equiv,14279797.0,23963861.0,46163704.0,51250505.0
long_term_assets,10856636.0,10465891.0,11833302.0,10923610.0
depreication,1037941.0,1056139.0,381167.0,9891.0
