,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,5090.0,-22900.0,-9447.0,-14192.0,-94817.0,-375992.0,-12193.0,-454074.0,-108205.0
cash_and_equiv,110.0,8711.0,859.0,0.0,17729.0,553.0,292603.0,80878.0,8829.0
long_term_assets,9000.0,18435.0,16840.0,0.0,11172.0,0.0,0.0,3322.0,0.0
revenue,0.0,0.0,0.0,28193.0,223910.0,223910.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,-0.02,-0.06,0.0,-0.01,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214.0,3322.0
