,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,546000.0,874000.0,443000.0,695000.0,413000.0,1011000.0,927000.0,3699000.0,1241000.0,999000.0,380000.0,904000.0,539000.0,667000.0
net_income,0.0,681000.0,2555000.0,5411000.0,3225000.0,2080000.0,3544000.0,6901000.0,-884000.0,856000.0,4911000.0,-4954000.0,2290000.0,-1476000.0
eps_diluted,0.0,0.19,0.69,1.44,0.83,0.54,0.94,1.92,-0.25,0.23,1.51,-1.57,0.72,-0.46
long_term_debt,0.0,15217000.0,12278000.0,12428000.0,14709000.0,33304000.0,24122000.0,6264000.0,7985000.0,10336000.0,11957000.0,9228000.0,12078000.0,14443000.0
long_term_assets,0.0,21932000.0,20239000.0,22028000.0,19118000.0,35523000.0,30958000.0,19515000.0,22869000.0,23380000.0,27671000.0,23827000.0,21514000.0,25723000.0
depreication,0.0,1635000.0,1600000.0,1623000.0,1559000.0,1551000.0,1555000.0,1620000.0,1309000.0,1383000.0,1566000.0,1787000.0,1788000.0,1837000.0
revenue,0.0,0.0,0.0,0.0,76066000.0,75035000.0,81702000.0,0.0,58974000.0,64995000.0,58674000.0,49136000.0,53554000.0,59041000.0
