,2017,2018,2019,2020,2021,2022
revenue,27329000.0,77209000.0,119967000.0,164464000.0,343448000.0,347917000.0
net_income,-10408000.0,11779000.0,16967000.0,8105000.0,162205000.0,188042000.0
cash_and_equiv,0.0,54932000.0,129005000.0,128878000.0,200652000.0,332329000.0
long_term_debt,0.0,467062000.0,843649000.0,1551091000.0,1784019000.0,1885877000.0
long_term_assets,0.0,1233961000.0,1497392000.0,2146175000.0,2348030000.0,2325464000.0
eps_diluted,0.0,0.0,0.31,0.15,3.04,3.51
