,2019,2020,2021,2022
revenue,928203000.0,1112229000.0,1342917000.0,1562120000.0
net_income,702000.0,58561000.0,126634000.0,159029000.0
eps_diluted,0.0,0.37,0.67,0.85
depreication,30424000.0,28925000.0,26553000.0,30769000.0
cash_and_equiv,0.0,157072000.0,343498000.0,112293000.0
long_term_debt,0.0,1459374000.0,1115663000.0,1145806000.0
long_term_assets,0.0,386258000.0,440521000.0,567253000.0
