,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,5213000.0,87728000.0,74957000.0,57707000.0,103454000.0,81325000.0,63287000.0,51886000.0,47307000.0,17670000.0,5448000.0
net_income,0.0,17519000.0,25313000.0,-50001000.0,-29232000.0,-48737000.0,-65694000.0,-94421000.0,-32412000.0,-62403000.0,-155415000.0
eps_diluted,0.0,0.07,0.07,-0.13,-0.07,-0.12,0.0,0.0,-0.07,-0.1,-0.18
long_term_assets,0.0,7999000.0,10200000.0,57491000.0,53273000.0,156393000.0,93811000.0,38129000.0,20631000.0,200973000.0,51468000.0
depreication,0.0,0.0,0.0,0.0,0.0,6071000.0,9096000.0,8818000.0,7016000.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,1108000.0,503000.0,2167000.0,1328876000.0,650227000.0
