,2018,2019,2020,2021
cash_and_equiv,2419.0,23046.0,61517.0,1190465.0
revenue,0.0,2107465.0,1194427.0,37393802.0
net_income,0.0,-305081.0,-627870.0,18675547.0
eps_diluted,0.0,-0.001,-0.001,0.027
long_term_assets,0.0,794809.0,470536.0,608918.0
depreication,0.0,28002.0,25559.0,104192.0
