,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2527000.0,6902000.0,3356000.0,72975000.0,21108000.0,21187000.0,14055000.0,2957000.0,22765000.0,3855000.0
revenue,0.0,3539000.0,983000.0,772000.0,9914000.0,9101000.0,3281000.0,11299000.0,13600000.0,11240000.0
net_income,0.0,-9890000.0,-4838000.0,-7495000.0,-10120000.0,-8756000.0,-23676000.0,-21630000.0,-63146000.0,-46214000.0
depreication,0.0,166000.0,167000.0,192000.0,330000.0,0.0,479000.0,340000.0,0.0,0.0
long_term_debt,0.0,0.0,14661000.0,14473000.0,19933000.0,27161000.0,3977000.0,24927000.0,7530000.0,7481000.0
long_term_assets,0.0,0.0,418000.0,717000.0,1346000.0,1739000.0,2158000.0,28117000.0,22593000.0,1231000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.54,-288.97,-108.9
