,2020,2021,2022
revenue,19940000000.0,22792000000.0,28566000000.0
net_income,961000000.0,1472000000.0,2122000000.0
eps_diluted,4.24,6.55,9.69
depreication,282000000.0,298000000.0,301000000.0
cash_and_equiv,0.0,1335000000.0,771000000.0
long_term_debt,0.0,7250000000.0,9759000000.0
long_term_assets,0.0,5580000000.0,6110000000.0
