,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,486670.0,1887280.0,4558939.0,8926903.0,37173736.0,142373151.0
revenue,0.0,666587.0,1111075.0,5967772.0,12487692.0,132049710.0,262101998.0
net_income,0.0,-247858.0,276442.0,1088149.0,-1753533.0,52270487.0,118560690.0
long_term_assets,0.0,7864988.0,7336420.0,24200029.0,60807201.0,407913354.0,466679682.0
depreication,0.0,107925.0,177378.0,897171.0,1904963.0,14362828.0,25829713.0
eps_diluted,0.0,0.0,-0.3,3.11,-0.26,0.47,1.25
