,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-40000.0,-3768000.0,-9630000.0,-20662000.0,-20119000.0,-14344000.0,-6373000.0,-10522000.0,17769000.0,-13818000,-10546000.0,-9682000.0,-9885000.0,-12558000.0,-14423000.0,-40379000.0,-35099000.0,47755000.0
cash_and_equiv,0.0,0.0,0.0,6072000.0,7150000.0,3055000.0,7794000.0,47932000.0,88401000.0,60038000,107922000.0,80310000.0,52902000.0,87975000.0,14684000.0,27274000.0,7663000.0,15275000.0
depreication,0.0,0.0,0.0,0.0,481000.0,479000.0,513000.0,605000.0,593000.0,866000,1984000.0,2052000.0,1744000.0,575000.0,1668000.0,1853000.0,1973000.0,1647000.0
long_term_debt,0.0,0.0,0.0,0.0,0.0,13411000.0,23120000.0,22861000.0,21232000.0,38636000,33702000.0,31740000.0,32756000.0,27919000.0,38758000.0,39510000.0,32312000.0,19133000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,1051000.0,2689000.0,2754000.0,5471000.0,10118000,8838000.0,10940000.0,12139000.0,12539000.0,19668000.0,19465000.0,27404000.0,22921000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,624000.0,1675000.0,27607000.0,226000,1730000.0,6435000.0,740000.0,613000.0,475000.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.39,-320,-0.24,-0.21,-0.2,0.0,0.0,0.0,-5.86,5.72
