,2018,2019,2020,2021,2022
revenue,463000.0,29000.0,50030000.0,23404000.0,28435000.0
net_income,-53079000.0,-34459000.0,-8074000.0,-33322000.0,-26046000.0
eps_diluted,0.0,-0.95,-0.06,-0.25,-0.18
cash_and_equiv,0.0,306019000.0,272350000.0,231643000.0,94088000.0
long_term_assets,0.0,9164000.0,44234000.0,30043000.0,28321000.0
depreication,0.0,0.0,1371000.0,2761000.0,2706000.0
