,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,0,0,54968,54968.0,14785,0.0,0.0,0.0,0.0,17096,13433,90035,306392
net_income,-894120,-2608463,-4083050,-3710289.0,-8213529,-9530242.0,-11905278.0,-14769207.0,-18008623.0,-16099055,-20399294,-26989781,-30598469
cash_and_equiv,47481,347892,376421,0.0,2138964,5916006.0,21678734.0,10116263.0,13427222.0,16966168,19444737,20581313,10867050
long_term_debt,1448810,534364,747770,957274.0,2713077,1140017.0,2195915.0,2132940.0,4734008.0,6702721,9684756,9584474,21232027
long_term_assets,1152730,1545780,1521624,1065308.0,1097311,1489186.0,2721220.0,4057179.0,3586548.0,3735013,5818860,5511504,6122909
depreication,21102,118617,135743,146396.0,142131,236340.0,309406.0,528166.0,636380.0,676815,716181,945367,936084
