,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-259000.0,-1110000.0,-7226000.0,-14542000.0,-19885000.0,-40112000.0,-48214000.0,-60712000.0,-66806000.0,-41145000.0,-36194000.0,-37228000.0,-24630000.0,-27976000.0,-28660000.0,-40186000.0,-59203000.0,-98007000.0
cash_and_equiv,0.0,0.0,0.0,9635000.0,21240000.0,15274000.0,94225000.0,66744000.0,24625000.0,6359000.0,17031000.0,27888000.0,11553000.0,33734000.0,16302000.0,78338000.0,40833000.0,237125000.0
revenue,0.0,0.0,0.0,0.0,660000.0,16396000.0,64549000.0,24385000.0,8224000.0,28266000.0,30137000.0,27213000.0,27536000.0,32863000.0,24487000.0,5536000.0,533000.0,1175000.0
depreication,0.0,0.0,0.0,0.0,1511000.0,3188000.0,4600000.0,3313000.0,3393000.0,4880000.0,6573000.0,6747000.0,6641000.0,6520000.0,209000.0,214000.0,5128000.0,7887000.0
long_term_debt,0.0,0.0,0.0,0.0,0.0,12127000.0,46833000.0,87367000.0,59030000.0,65855000.0,67311000.0,70343000.0,11186000.0,5290000.0,20843000.0,6186000.0,96053000.0,92977000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,27715000.0,30296000.0,80231000.0,85628000.0,85184000.0,80191000.0,79006000.0,71172000.0,68325000.0,69131000.0,68829000.0,296840000.0,285326000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.44
