,2018,2019,2020,2021,2022
net_income,-572000.0,-42301000.0,-9844000.0,-35336000.0,-45276000.0
cash_and_equiv,82000.0,8201000.0,13293000.0,65128000.0,41333000.0
long_term_assets,0.0,278000.0,6039000.0,11785000.0,5311000.0
depreication,0.0,31000.0,70000.0,282000.0,489000.0
revenue,0.0,0.0,0.0,1491000.0,2970000.0
eps_diluted,0.0,0.0,-0.17,-0.49,-0.67
