,2017,2018,2019,2020,2021,2022
revenue,49981000.0,69265000.0,74874000.0,115217000.0,788496000.0,1084982000.0
net_income,-777471.0,-3406000.0,3105000.0,-21277000.0,-181501000.0,38905000.0
cash_and_equiv,501925.0,2140000.0,6302000.0,3412000.0,35902000.0,14360000.0
long_term_debt,176468.0,812812000.0,792066000.0,788489000.0,1755202000.0,1996584000.0
long_term_assets,402500000.0,622939000.0,699441000.0,665162000.0,2027062000.0,2069967000.0
depreication,2856000.0,3045000.0,3122000.0,3248000.0,209073000.0,223483000.0
eps_diluted,0.0,0.0,-0.82,-0.43,-0.75,0.16
