,2019,2020,2021,2022
revenue,30143118.0,18764000.0,20652000.0,21294000.0
net_income,-17726384.0,-19971000.0,-3376000.0,-3013000.0
long_term_debt,24726426.0,22316601.0,26047000.0,25774000.0
long_term_assets,30363258.0,25528000.0,22443000.0,17549000.0
depreication,1842352.0,1525000.0,1047000.0,693000.0
cash_and_equiv,0.0,678000.0,646000.0,375000.0
eps_diluted,0.0,0.0,-0.22,-0.19
