,2020,2021,2022
revenue,275478000.0,414197000.0,490071000.0
net_income,37455000.0,29257000.0,23972000.0
eps_diluted,1.36,0.88,0.6
depreication,227000.0,775000.0,1386000.0
cash_and_equiv,0.0,63198000.0,143531000.0
long_term_debt,0.0,57626000.0,102845000.0
long_term_assets,0.0,14358000.0,160478000.0
