,2015,2016,2017,2018,2019,2020,2021,2022
revenue,843524000.0,372807000.0,468950000.0,496371000.0,562083000.0,339837000.0,359539000.0,316290000.0
net_income,-68777000.0,35017000.0,45697000.0,61667000.0,70775000.0,18411000.0,-8744000.0,-64067000.0
cash_and_equiv,76352000.0,74913000.0,130595000.0,220930000.0,338641000.0,407100000.0,640101000.0,274855000.0
eps_diluted,0.0,0.26,0.36,0.55,0.6,0.15,-0.07,-0.5
long_term_debt,0.0,0.0,262866000.0,336121000.0,435647000.0,417933000.0,476130000.0,535639000.0
long_term_assets,0.0,0.0,98551000.0,89898000.0,82496000.0,155674000.0,181290000.0,320997000.0
depreication,0.0,0.0,0.0,39358000.0,36415000.0,36426000.0,33882000.0,38504000.0
