,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,516000.0,67000.0,40004000.0,263951000.0,151692000.0,45075000.0,22870000.0,21935000.0,31375000.0,243265000.0,22584000,86208000.0
eps_diluted,0.0,0.52,-0.17,0.52,1.22,0.94,-8.94,0.25,1.31,1.11,8,-0.17
long_term_debt,0.0,0.0,332960000.0,647577000.0,1039188000.0,1467641000.0,1260619000.0,1021202000.0,762095000.0,866381000.0,1059987000,1503529000.0
long_term_assets,0.0,0.0,1626591000.0,1497728000.0,1892970000.0,1866900000.0,1556144000.0,798561000.0,684887000.0,700707000.0,1285258000,1602768000.0
revenue,0.0,0.0,0.0,0.0,0.0,581204000.0,467771000.0,424770000.0,574679000.0,596524000.0,3044621000,3079807000.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,89759000.0,77503000.0,67858000.0,65110000.0,72340000,92089000.0
