,2019,2020,2021,2022
revenue,32344000,47333000,58749000,53218000.0
net_income,-19514000,-8853000,-60107000,-179758000.0
cash_and_equiv,6261000,377581000,286487000,62792000.0
long_term_debt,122735000,111028000,315329000,323604000.0
long_term_assets,125334000,143818000,498239000,587199000.0
depreication,3507000,4609000,11674000,0.0
