,2020,2021,2022
net_income,-2264000.0,-10017000.0,-18058000.0
long_term_assets,0.0,333000.0,174000.0
eps_diluted,0.0,-0.86,-1.2
cash_and_equiv,0.0,16579000.0,455000.0
depreication,0.0,468000.0,428000.0
revenue,0.0,0.0,951000.0
