,2016,2017,2018,2019,2020,2021,2022
revenue,1139291000.0,1328297000.0,385964000.0,322428000.0,315692000.0,1546800000.0,2030900000.0
net_income,49509000.0,64860000.0,15658000.0,18965000.0,8906000.0,134700000.0,106200000.0
eps_diluted,0.82,1.07,0.25,0.31,0.15,2.21,1.73
cash_and_equiv,77906000.0,72284000.0,57016000.0,63700000.0,64900000.0,65700000.0,60800000.0
depreication,88111000.0,98356000.0,98156000.0,96700000.0,96600000.0,104100000.0,105700000.0
long_term_assets,0.0,642258000.0,697703000.0,749682000.0,889300000.0,966000000.0,1110200000.0
