,2020,2021,2022
revenue,3840000.0,7385000.0,33106000.0
net_income,-121652000.0,-157291000.0,-191158000.0
eps_diluted,-0.5,-0.55,-0.57
cash_and_equiv,22433000.0,194154000.0,51199000.0
long_term_debt,262220000.0,47958000.0,121422000.0
long_term_assets,63972000.0,92962000.0,93612000.0
depreication,13975000.0,14433000.0,12721000.0
