,2019,2020,2021,2022
revenue,11413000.0,18904000.0,33578000.0,41029000.0
net_income,-51661000.0,-51512690.0,-93981000.0,-138560000.0
eps_diluted,-6.99,-5.98,-0.7,-0.78
cash_and_equiv,16848000.0,11362000.0,182644000.0,122932000.0
depreication,2032000.0,3718000.0,5477000.0,9456000.0
long_term_debt,0.0,20917000.0,22103000.0,69066000.0
long_term_assets,0.0,25191000.0,100344000.0,93639000.0
