,2018,2019,2020,2021,2022
revenue,3707628000.0,3785063000.0,3155671000.0,3602298000.0,4049742000.0
net_income,-1157332000.0,2469141.0,-175806000.0,54494000.0,-1380502000.0
cash_and_equiv,141590000.0,184224000.0,204301000.0,164622000.0,120715000.0
depreication,225233000.0,232573000.0,238598000.0,240041000.0,233075000.0
eps_diluted,0.0,-0.1,-0.79,0.17,-4.33
long_term_debt,0.0,3690218000.0,2728607000.0,2738595000.0,2679888000.0
long_term_assets,0.0,5060192000.0,4877741000.0,4749954000.0,3105363000.0
