,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-303000.0,-2327000.0,-8819000.0,-4322000.0,-22573000.0,-236867000.0,4031000.0,-89689000.0
eps_diluted,-0.07,-0.49,-1.05,-0.51,-2.26,-6.04,-0.3,-1.1
cash_and_equiv,1048000.0,4013000.0,3593000.0,12232000.0,33478000.0,122955000.0,91616000.0,41754000.0
long_term_debt,199000.0,1875000.0,49212000.0,75224000.0,122264000.0,173618000.0,236127000.0,121967000.0
long_term_assets,155293000.0,155543000.0,14753000.0,24012000.0,33605000.0,325661000.0,412968000.0,271878000.0
revenue,0.0,0.0,196859000.0,285791000.0,428358000.0,648471000.0,726227000.0,575692000.0
depreication,0.0,0.0,741000.0,2195000.0,4308000.0,3128000.0,4938000.0,17487000.0
