,2020,2021,2022
revenue,15000000.0,668000.0,12652000.0
net_income,-45798000.0,-76536000.0,-106312000.0
cash_and_equiv,7095000.0,88212000.0,60654000.0
long_term_debt,18937000.0,45404000.0,70235000.0
long_term_assets,3887000.0,3336000.0,8741000.0
depreication,1077000.0,1088000.0,1201000.0
eps_diluted,0.0,-5.25,-4.53
