,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6929000.0,43134000.0,39184000.0,172680000.0,78861000.0,76000000.0,301000000.0,403000000.0,434000000.0
net_income,0.0,-36780000.0,-35694000.0,-5480000.0,-22426000.0,-41133000.0,-63338000.0,-135000000.0,-1587000000.0
long_term_debt,0.0,0.0,196418000.0,306031000.0,754860000.0,1581609000.0,1673427000.0,5632000000.0,9074000000.0
long_term_assets,0.0,0.0,60592000.0,151419000.0,328159000.0,698326000.0,1112000000.0,2123000000.0,4104000000.0
revenue,0.0,0.0,0.0,858870000.0,584838000.0,1103587000.0,1826406000.0,12814000000.0,13604000000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-2.45,-2.63,-1.63,-15.74
