,2020,2021,2022
revenue,28881.0,133928.0,132640.0
net_income,-3577682.0,-13890606.0,-17590738.0
eps_diluted,-1.33,-1.37,-1.48
cash_and_equiv,7492910.0,36880673.0,7311611.0
long_term_debt,2830487.0,3246840.0,4728644.0
long_term_assets,616530.0,1263027.0,3008091.0
depreication,9592.0,15484.0,64168.0
