,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,379000.0,439000.0,1048000.0,161220000.0,150293000.0,142503000.0,174819000.0,147161000.0,184497000.0,150564000.0,88497000.0
net_income,0.0,-3318000.0,-1749000.0,-7099000.0,-18454000.0,-30793000.0,-37887000.0,-56770000.0,-149910000.0,-122245000.0,-161823000.0
depreication,0.0,276000.0,281000.0,594000.0,784000.0,2155000.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,0.0,1451000.0,4040000.0,12821000.0,31355000.0,93667000.0,98774000.0,49196000.0,44443000.0,47849000.0
revenue,0.0,0.0,0.0,152000.0,1092000.0,1098000.0,3620000.0,2400000.0,20077000.0,40964000.0,3649000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36,-2.05
