,2017,2018,2019,2020,2021,2022
net_income,-317666.0,-22575000,-9912000.0,-61251000.0,-15073000.0,28676000.0
cash_and_equiv,828555.0,3612,7473000.0,6736000.0,9298000.0,7482000.0
long_term_debt,722930.0,184298407,473912000.0,427106000.0,418313000.0,532889000.0
long_term_assets,235195034.0,238473957,808606000.0,713753000.0,725046000.0,805933000.0
revenue,0.0,24396000,258565000.0,304301000.0,315808000.0,25564000.0
eps_diluted,0.0,-3,-0.43,-1.2,-0.31,0.47
depreication,0.0,2713000,52652000.0,61655000.0,55906000.0,57462000.0
