,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,154527.0,1038661.0,561759.0,868067.0,594248.0,884188.0,955803.0,549100.0,4870824.0,1368395.0,1625671.0,13010356.0,13024381.0,582776.0
long_term_debt,0.0,1196031.0,1003240.0,1217338.0,4889545.0,5479106.0,11054231.0,3302836.0,3821139.0,3959105.0,2274462.0,7234681.0,11586105.0,8326282.0
long_term_assets,0.0,4412.0,8058.0,109696.0,68697.0,52876.0,16333.0,7754982.0,7197216.0,6677439.0,3727802.0,8584079.0,17009971.0,19049467.0
net_income,0.0,0.0,-1909575.0,-1766025.0,-2163302.0,-1537315.0,-2743116.0,-1306576.0,-4512680.0,-4844021.0,-6920540.0,-4692729.0,-10832674.0,-8319048.0
depreication,0.0,0.0,0.0,0.0,89660.0,59574.0,20815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868166.0,5061585.0,8190712.0,2984835.0,8755623.0,38341702.0,24393946.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,-0.62
