,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4097000.0,1117000.0,12357000.0,52663000.0,15101000.0,12092000.0,9388000.0,15081000.0,18305000.0,31683000.0,13453000.0,63741000.0
revenue,0.0,1190000.0,973000.0,914000.0,3803000.0,86000.0,911000.0,5533000.0,4511000.0,112089000.0,23028000.0,41867000.0
net_income,0.0,-6271000.0,-3963000.0,-4172000.0,-9530000.0,-21971000.0,-14177000.0,-20652000.0,-28611000.0,78909000.0,-88441000.0,-85474000.0
depreication,0.0,1021000.0,789000.0,783000.0,839000.0,1465000.0,495000.0,370000.0,198000.0,209000.0,248000.0,248000.0
eps_diluted,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,-2.06,-2.49,1.59,-1.74,-1.59
long_term_assets,0.0,0.0,3525000.0,2784000.0,1963000.0,2383000.0,1946000.0,22684000.0,67303000.0,76092000.0,73766000.0,13327000.0
