,2018,2019,2020,2021,2022,2023
revenue,772035000.0,201756000.0,79372000.0,246276000.0,1180713000.0,1408401000
net_income,1911142.0,7974313.0,-18119000.0,-81811000.0,20555000.0,-392000
cash_and_equiv,944890.0,585253.0,0.0,46831000.0,41898000.0,72930000
long_term_debt,149386.0,602765.0,671383000.0,978578000.0,1029982000.0,1149240000
long_term_assets,442048296.0,451020841.0,0.0,2339979000.0,2438442000.0,2468180000
depreication,30358000.0,29290000.0,24055000.0,20688000.0,80725000.0,86801000
eps_diluted,0.0,0.0,0.0,-1.64,0.25,0
