,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,226000.0,65000.0,9950000.0,11776000.0,12957000.0,34258000.0,31810000.0
revenue,0.0,8578000.0,16302000.0,30286000.0,34586000.0,44022000.0,53318000.0
net_income,0.0,-21500000.0,-6868000.0,-11076000.0,-6813000.0,655000.0,616000.0
long_term_assets,0.0,22851000.0,26678000.0,32830000.0,35255000.0,35783000.0,39298000.0
depreication,0.0,1138000.0,1996000.0,2889000.0,4216000.0,5399000.0,6675000.0
long_term_debt,0.0,0.0,3549000.0,4328000.0,6741000.0,3458000.0,5436000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.57,0.05,0.04
