,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,770000.0,25777000.0,57461000.0,196754000.0,293764000.0,120320000.0,135897000.0,87063000.0,64741000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,19486000.0,96148000.0,134036000.0
net_income,0.0,-19816000.0,-8557000.0,-19912000.0,-32299000.0,-67216000.0,-62740000.0,-299964000.0,-178931000.0
depreication,0.0,73000.0,90000.0,150000.0,317000.0,830000.0,2305000.0,3014000.0,2946000.0
long_term_assets,0.0,0.0,693000.0,913000.0,14522000.0,29001000.0,58401000.0,90470000.0,61081000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-4.78,-5.16,-2.37
