,2019,2020,2021,2022
revenue,65852000.0,136375000.0,245274000.0,409049000.0
net_income,-7544000.0,3914000.0,-74933000.0,-195405000.0
eps_diluted,-0.38,0.03,-0.74,-1.24
cash_and_equiv,5034000.0,68637000.0,448623000.0,165033000.0
depreication,171000.0,235000.0,331000.0,1585000.0
long_term_assets,0.0,8197000.0,223667000.0,787948000.0
