,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,190334.0,651680.0,1145103.0,2346109.0,893020.0,5114175.0,6566549.0,18025966.0,21857125.0
revenue,0.0,16312274.0,24443736.0,28979511.0,23674037.0,12648255.0,622801.0,1081095.0,3098733.0
net_income,0.0,466753.0,1009171.0,115111.0,-14219225.0,-8625419.0,-874668.0,-6120308.0,803700.0
eps_diluted,0.0,0.06,0.13,0.01,-1.49,-0.41,-0.38,-1.17,0.1
depreication,0.0,266534.0,256104.0,364170.0,395355.0,517528.0,391351.0,408740.0,116522.0
long_term_assets,0.0,0.0,3417556.0,4231396.0,9626344.0,7894320.0,7935955.0,6800920.0,2731643.0
