,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,54000000.0,219000000.0,482000000.0,427000000.0,91000000.0,41000000.0,36000000.0,178000000.0,1463000000.0,1474000000.0,69000000.0
net_income,0.0,-51000000.0,97000000.0,96000000.0,209000000.0,-77000000.0,119000000.0,223000000.0,581000000.0,707000000.0,881000000.0
eps_diluted,0.0,-0.2,1.68,1.07,2.04,1.23,1.89,2.16,1.88,1.97,2.27
depreication,0.0,594000000.0,629000000.0,695000000.0,804000000.0,824000000.0,855000000.0,933000000.0,987000000.0,1014000000.0,1085000000.0
revenue,0.0,0.0,1118000000.0,1153000000.0,1491000000.0,1533000000.0,5823000000.0,5963000000.0,5992000000.0,6793000000.0,7785000000.0
long_term_debt,0.0,0.0,4261000000.0,6565000000.0,7222000000.0,8310000000.0,8372000000.0,6534000000.0,5903000000.0,6519000000.0,7691000000.0
long_term_assets,0.0,0.0,21960000000.0,28269000000.0,29057000000.0,29411000000.0,30204000000.0,32369000000.0,34046000000.0,35727000000.0,37913000000.0
