,2020,2021,2022
revenue,1085500000.0,1165300000.0,1129500000.0
net_income,427600000.0,414800000.0,223600000.0
eps_diluted,7.5,7.28,3.89
depreication,38300000.0,38300000.0,31700000.0
cash_and_equiv,0.0,0.0,330900000.0
long_term_assets,0.0,496200000.0,421700000.0
