,2015,2016,2017,2018,2019,2020,2021,2022
revenue,215.0,7795.0,45400,86715,3381121,2794081.0,4363982.0,30832796.0
net_income,-5652.0,-91757.0,-49141,-113177,-11511742,-15418892.0,-25298272.0,-29479448.0
cash_and_equiv,21873.0,1909.0,12201,11495,4845,1000000.0,0.0,0.0
long_term_assets,1479.0,979.0,2201,2083,2208893,6220240.0,3348778.0,3042746.0
eps_diluted,0.0,0.0,0,0,0,0.0,-0.76,-0.61
depreication,0.0,0.0,778,-1294,221214,893139.0,1120045.0,355525.0
