,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,0.0,18349.0,19260.0,6749.0,27241.0,4196.0,6442.0,9418.0,6456.0,7406,414885,1192316.0,0.0
net_income,0.0,243368.0,90940.0,-116373.0,-715153.0,-1235194.0,-2569927.0,-1699726.0,-2214854.0,-2810017.0,-2555983,-3435764,297551.0,147395.0
eps_diluted,0.0,0.0012,0.0,-0.01,-0.03,-0.05,-0.04,-0.01,-0.01,0.0,0,0,0.0,0.0
long_term_assets,0.0,144722.0,167801.0,153963.0,605175.0,578730.0,1562574.0,1489120.0,1434470.0,1374924.0,2163771,2667644,3826770.0,4124193.0
depreication,0.0,40975.0,35683.0,0.0,0.0,0.0,0.0,0.0,0.0,52444.0,41437,32912,32292.0,30076.0
revenue,0.0,0.0,0.0,4961612.0,3518551.0,3533503.0,2355021.0,2047333.0,957633.0,1331171.0,1610008,1406005,1300439.0,2663212.0
