,2018,2019,2020,2021,2022
revenue,106713000.0,41421000.0,53993000.0,260901000.0,362050000.0
net_income,5797000.0,-4301000.0,-786000.0,2429000.0,1251000.0
eps_diluted,0.16,-0.17,-0.02,0.06,0.03
depreication,1437000.0,1921000.0,2550000.0,3540000.0,5441000.0
cash_and_equiv,0.0,1274000.0,29544000.0,30966000.0,12914000.0
long_term_debt,0.0,27893000.0,25914000.0,37990000.0,47652000.0
long_term_assets,0.0,27298000.0,34118000.0,48655000.0,65052000.0
