,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2042.0,265374.0,1012.0,3330.0,298673.0,160035.0,478.0,8304.0,1499866.0,225276.0
revenue,0.0,0.0,20000.0,40000.0,74759.0,33333.0,0.0,0.0,0.0,0.0
net_income,0.0,-1612093.0,-3536021.0,-1497723.0,-2718205.0,-397257.0,-681979.0,-4862683.0,-11977065.0,-5481291.0
eps_diluted,0.0,-0.47,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,209160.0,213755.0,76003.0,553.0,354.0,0.0,0.0,0.0,0.0
depreication,0.0,22547.0,84251.0,71270.0,23127.0,199.0,0.0,0.0,0.0,0.0
