,2017,2018,2019,2020,2021,2022,2023
revenue,88177000.0,159935000.0,271653000.0,427620000.0,608489000.0,862374000.0,1068989000.0
net_income,-51968000.0,-52727000.0,-102303000.0,-167174000.0,-129434000.0,-203848000.0,-236161000.0
depreication,3150000.0,5066000.0,5695000.0,0.0,0.0,0.0,0.0
cash_and_equiv,0.0,50941000.0,298000000.0,297081000.0,400814000.0,860949000.0,644167000.0
long_term_assets,0.0,50785000.0,56097000.0,323672000.0,335958000.0,479223000.0,469202000.0
eps_diluted,0.0,0.0,0.0,-2.12,-1.48,-2.2,-2.47
